SEASON,AGE,TEAM,LEAGUE,POS,G,MP,FG,LGFG,2P,LG2P,3P,LG3P,eFG%,LGeFG%,FT,LGFT,TS,LGTS,FTr,LGFTr,3PAr,LG3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,PLAYER
2011-12,22.0,PHI,NBA,PF,41.0,624.0,0.473,0.448,0.473,0.477,0.0,0.349,0.473,0.487,0.786,0.752,0.488,0.527,0.084,0.276,0.0,0.226,106.0,99.0,0.0,97.0,104.0,93.0,30.0,0.0,-4.8,-13.5,Lavoy Allen
2012-13,23.0,PHI,NBA,C,79.0,1669.0,0.454,0.453,0.455,0.483,0.0,0.359,0.454,0.496,0.717,0.753,0.474,0.535,0.132,0.27,0.002,0.243,100.0,94.0,0.0,91.0,95.0,89.0,49.0,1.0,-38.8,-58.7,Lavoy Allen
2013-14,24.0,TOT,NBA,PF,65.0,1072.0,0.447,0.454,0.46,0.488,0.154,0.36,0.45,0.501,0.66,0.756,0.47,0.541,0.167,0.284,0.043,0.259,98.0,94.0,43.0,90.0,87.0,87.0,59.0,17.0,-30.6,-45.3,Lavoy Allen
2013-14,24.0,PHI,NBA,PF,51.0,960.0,0.44,0.454,0.455,0.488,0.154,0.36,0.444,0.501,0.675,0.756,0.464,0.541,0.15,0.284,0.049,0.259,97.0,93.0,43.0,89.0,89.0,86.0,53.0,19.0,-30.6,-43.8,Lavoy Allen
2013-14,24.0,IND,NBA,PF,14.0,112.0,0.5,0.454,0.5,0.488,0.0,0.36,0.5,0.501,0.6,0.756,0.521,0.541,0.294,0.284,0.0,0.259,110.0,103.0,0.0,100.0,79.0,96.0,103.0,0.0,-0.1,-1.5,Lavoy Allen
2014-15,25.0,IND,NBA,C,63.0,1070.0,0.472,0.449,0.472,0.485,0.0,0.35,0.472,0.496,0.702,0.75,0.493,0.534,0.157,0.273,0.0,0.268,105.0,97.0,0.0,95.0,94.0,92.0,57.0,0.0,-14.5,-26.5,Lavoy Allen
2015-16,26.0,IND,NBA,PF,79.0,1599.0,0.516,0.452,0.516,0.491,0.0,0.354,0.516,0.502,0.63,0.757,0.532,0.541,0.197,0.276,0.0,0.285,114.0,105.0,0.0,103.0,83.0,98.0,71.0,0.0,10.2,-7.3,Lavoy Allen
2016-17,27.0,IND,NBA,PF,61.0,871.0,0.458,0.457,0.461,0.503,0.0,0.358,0.458,0.514,0.697,0.772,0.485,0.552,0.196,0.271,0.006,0.316,100.0,92.0,0.0,89.0,90.0,88.0,73.0,2.0,-18.6,-24.6,Lavoy Allen
2010-11,23.0,PHI,NBA,PF,3.0,33.0,0.25,0.459,0.364,0.487,0.0,0.358,0.25,0.498,0.0,0.763,0.25,0.541,0.0,0.3,0.313,0.222,55.0,75.0,0.0,50.0,0.0,46.0,0.0,141.0,-7.9,-9.3,Craig Brackins
2011-12,24.0,PHI,NBA,PF,14.0,88.0,0.273,0.448,0.25,0.477,0.333,0.349,0.318,0.487,0.5,0.752,0.325,0.527,0.061,0.276,0.273,0.226,61.0,52.0,96.0,65.0,66.0,62.0,22.0,121.0,-11.2,-13.7,Craig Brackins
2007-08,19.0,SAC,NBA,C,71.0,931.0,0.459,0.457,0.478,0.484,0.19,0.362,0.465,0.497,0.655,0.755,0.486,0.54,0.182,0.306,0.066,0.222,100.0,99.0,53.0,94.0,87.0,90.0,60.0,30.0,-20.4,-37.2,Spencer Hawes
2008-09,20.0,SAC,NBA,C,77.0,2259.0,0.466,0.459,0.486,0.485,0.348,0.367,0.491,0.5,0.662,0.771,0.509,0.544,0.17,0.306,0.144,0.224,102.0,100.0,95.0,98.0,86.0,94.0,56.0,64.0,-13.7,-60.2,Spencer Hawes
2009-10,21.0,SAC,NBA,C,72.0,1904.0,0.468,0.461,0.494,0.492,0.299,0.355,0.488,0.501,0.689,0.759,0.507,0.543,0.159,0.3,0.131,0.222,102.0,100.0,84.0,97.0,91.0,93.0,53.0,59.0,-17.0,-50.9,Spencer Hawes
2010-11,22.0,PHI,NBA,C,81.0,1718.0,0.465,0.459,0.48,0.487,0.243,0.358,0.473,0.498,0.534,0.763,0.481,0.541,0.155,0.3,0.065,0.222,101.0,99.0,68.0,95.0,70.0,89.0,52.0,29.0,-29.1,-73.0,Spencer Hawes
2011-12,23.0,PHI,NBA,C,37.0,920.0,0.489,0.448,0.498,0.477,0.25,0.349,0.494,0.487,0.727,0.752,0.517,0.527,0.172,0.276,0.038,0.226,109.0,105.0,72.0,101.0,97.0,98.0,63.0,17.0,4.1,-6.8,Spencer Hawes
2012-13,24.0,PHI,NBA,C,82.0,2233.0,0.464,0.453,0.477,0.483,0.356,0.359,0.483,0.496,0.777,0.753,0.514,0.535,0.194,0.27,0.107,0.243,102.0,99.0,99.0,97.0,103.0,96.0,72.0,44.0,-22.2,-36.0,Spencer Hawes
2013-14,25.0,TOT,NBA,C,80.0,2470.0,0.456,0.454,0.478,0.488,0.416,0.36,0.529,0.501,0.783,0.756,0.554,0.541,0.172,0.284,0.349,0.259,100.0,98.0,116.0,106.0,104.0,102.0,61.0,134.0,49.1,25.5,Spencer Hawes
2013-14,25.0,PHI,NBA,C,53.0,1666.0,0.451,0.454,0.478,0.488,0.399,0.36,0.52,0.501,0.782,0.756,0.546,0.541,0.172,0.284,0.346,0.259,99.0,98.0,111.0,104.0,103.0,101.0,61.0,134.0,21.7,6.0,Spencer Hawes
2013-14,25.0,CLE,NBA,C,27.0,804.0,0.468,0.454,0.479,0.488,0.448,0.36,0.547,0.501,0.784,0.756,0.571,0.541,0.172,0.284,0.354,0.259,103.0,98.0,124.0,109.0,104.0,106.0,60.0,136.0,27.4,19.4,Spencer Hawes
2014-15,26.0,LAC,NBA,PF,73.0,1274.0,0.393,0.449,0.452,0.485,0.313,0.35,0.459,0.496,0.647,0.75,0.478,0.534,0.164,0.273,0.424,0.268,87.0,93.0,89.0,93.0,86.0,89.0,60.0,158.0,-30.6,-50.3,Spencer Hawes
