# Dunks,# Heaves,% of FGA 0-3,% of FGA 10-16,% of FGA 16-3P,% of FGA 2P,% of FGA 3-10,% of FGA 3P,%3PA Corner 3s,%FGA Dunks,0-3 FG%,10-16 FG%,16-3P FG%,2P % AST,2P FG%,3-10 FG%,3P % AST,3P FG%,3P% Corner 3s,AGE,Att. Heaves,Dist.,FG%,G,LEAGUE,MP,POS,SEASON,TEAM,PLAYER
1.0,0.0,0.4,0.2,0.0,0.6,0.0,0.4,0.0,0.2,1.0,0.0,0.0,1.0,0.667,0.0,0.0,0.0,0.0,23.0,0.0,12.7,0.4,4.0,NBA,23.0,PF,2003-04,ATL,Josh Davis
8.0,0.0,0.414,0.018,0.054,0.523,0.036,0.477,0.245,0.09,0.478,0.0,0.167,0.739,0.397,0.0,0.947,0.358,0.308,24.0,0.0,13.6,0.378,42.0,NBA,328.0,PF,2004-05,PHI,Josh Davis
1.0,0.0,0.286,0.143,0.143,0.714,0.143,0.286,0.0,0.143,0.5,0.0,0.0,0.5,0.4,1.0,0.0,0.0,0.0,25.0,0.0,12.7,0.286,6.0,NBA,17.0,PF,2005-06,TOT,Josh Davis
1.0,0.0,0.5,0.25,0.0,0.75,0.0,0.25,0.0,0.25,0.5,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,25.0,0.0,10.0,0.25,4.0,NBA,12.0,PF,2005-06,MIL,Josh Davis
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,NBA,0.0,PF,2005-06,HOU,Josh Davis
0.0,0.0,0.0,0.0,0.333,0.667,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,25.0,0.0,16.4,0.333,1.0,NBA,5.0,PF,2005-06,PHO,Josh Davis
0.0,0.0,0.37,0.037,0.111,0.519,0.0,0.481,0.077,0.074,0.5,0.0,0.333,0.5,0.429,0.0,1.0,0.308,1.0,31.0,0.0,15.2,0.37,15.0,NBA,130.0,PF,2011-12,MEM,Josh Davis
21.0,0.0,0.457,0.147,0.188,0.917,0.125,0.083,0.385,0.07,0.545,0.37,0.458,0.552,0.467,0.308,1.0,0.231,0.3,21.0,1.0,8.5,0.447,76.0,NBA,1919.0,SG,2003-04,ATL,Boris Diaw
11.0,0.0,0.299,0.092,0.276,0.83,0.163,0.17,0.4,0.044,0.625,0.333,0.42,0.548,0.471,0.354,1.0,0.18,0.3,22.0,1.0,11.9,0.422,66.0,NBA,1201.0,SG,2004-05,ATL,Boris Diaw
40.0,0.0,0.438,0.117,0.256,0.965,0.154,0.035,0.567,0.047,0.66,0.35,0.459,0.499,0.536,0.45,1.0,0.267,0.294,23.0,1.0,8.4,0.526,81.0,NBA,2874.0,PF,2005-06,PHO,Boris Diaw
