# Dunks,# Heaves,% of FGA 0-3,% of FGA 10-16,% of FGA 16-3P,% of FGA 2P,% of FGA 3-10,% of FGA 3P,%3PA Corner 3s,%FGA Dunks,0-3 FG%,10-16 FG%,16-3P FG%,2P % AST,2P FG%,3-10 FG%,3P % AST,3P FG%,3P% Corner 3s,AGE,Att. Heaves,Dist.,FG%,G,LEAGUE,MP,POS,SEASON,TEAM,PLAYER
0.0,0.0,0.188,0.313,0.188,0.688,0.0,0.313,0.2,0.0,0.0,0.4,0.333,0.333,0.273,0.0,0.0,0.2,0.0,23.0,0.0,16.1,0.25,5.0,NBA,35.0,SG,2005-06,DET,Alex Acker
0.0,0.0,0.224,0.118,0.329,0.737,0.066,0.263,0.45,0.013,0.294,0.556,0.44,0.478,0.411,0.4,0.714,0.35,0.222,26.0,0.0,14.7,0.395,25.0,NBA,199.0,SG,2008-09,TOT,Alex Acker
0.0,0.0,0.091,0.091,0.364,0.636,0.091,0.364,0.5,0.0,1.0,0.0,0.75,0.5,0.571,0.0,0.0,0.0,0.0,26.0,0.0,17.8,0.364,7.0,NBA,20.0,SG,2008-09,DET,Alex Acker
0.0,0.0,0.246,0.123,0.323,0.754,0.062,0.246,0.438,0.015,0.25,0.625,0.381,0.474,0.388,0.5,0.714,0.438,0.286,26.0,0.0,14.1,0.4,18.0,NBA,179.0,SG,2008-09,LAC,Alex Acker
2.0,0.0,0.6,0.1,0.0,0.7,0.0,0.3,1.0,0.2,0.833,0.0,0.0,0.6,0.714,0.0,1.0,0.667,0.667,18.0,0.0,8.2,0.7,3.0,NBA,39.0,SF,2005-06,DET,Amir Johnson
7.0,0.0,0.667,0.0,0.0,0.909,0.242,0.091,0.333,0.242,0.773,0.0,0.0,0.5,0.6,0.125,0.0,0.0,0.0,19.0,0.0,4.3,0.545,8.0,NBA,124.0,PF,2006-07,DET,Amir Johnson
30.0,0.0,0.715,0.073,0.042,1.0,0.17,0.0,0.0,0.182,0.678,0.25,0.0,0.511,0.558,0.321,0.0,0.0,0.0,20.0,0.0,2.8,0.558,62.0,NBA,764.0,PF,2007-08,DET,Amir Johnson
32.0,0.0,0.681,0.018,0.141,1.0,0.16,0.0,0.0,0.209,0.676,0.333,0.391,0.577,0.595,0.462,0.0,0.0,0.0,21.0,0.0,4.1,0.595,62.0,NBA,911.0,PF,2008-09,DET,Amir Johnson
49.0,0.0,0.659,0.024,0.081,0.988,0.225,0.012,0.25,0.153,0.732,0.375,0.481,0.678,0.63,0.413,0.0,0.0,0.0,22.0,3.0,4.3,0.623,82.0,NBA,1453.0,PF,2009-10,TOR,Amir Johnson
67.0,0.0,0.564,0.026,0.196,0.998,0.212,0.002,1.0,0.145,0.699,0.231,0.443,0.641,0.569,0.381,0.0,0.0,0.0,23.0,0.0,6.2,0.568,72.0,NBA,1853.0,PF,2010-11,TOR,Amir Johnson
49.0,0.0,0.509,0.05,0.238,0.985,0.188,0.015,0.6,0.162,0.734,0.353,0.37,0.696,0.579,0.484,0.5,0.4,0.667,24.0,0.0,7.5,0.576,64.0,NBA,1553.0,PF,2011-12,TOR,Amir Johnson
63.0,0.0,0.464,0.056,0.215,0.979,0.244,0.021,0.385,0.111,0.687,0.324,0.362,0.71,0.558,0.541,1.0,0.385,0.4,25.0,1.0,7.6,0.554,81.0,NBA,2325.0,PF,2012-13,TOR,Amir Johnson
57.0,0.0,0.436,0.047,0.111,0.892,0.297,0.108,0.242,0.103,0.712,0.586,0.441,0.71,0.593,0.478,0.95,0.303,0.188,26.0,0.0,7.8,0.562,77.0,NBA,2214.0,PF,2013-14,TOR,Amir Johnson
42.0,0.0,0.489,0.025,0.044,0.911,0.353,0.089,0.196,0.089,0.701,0.385,0.478,0.685,0.59,0.464,1.0,0.413,0.333,27.0,0.0,5.5,0.574,75.0,NBA,1979.0,PF,2014-15,TOR,Amir Johnson
56.0,0.0,0.547,0.035,0.014,0.899,0.305,0.101,0.233,0.134,0.712,0.4,0.333,0.665,0.624,0.508,1.0,0.233,0.5,28.0,1.0,5.2,0.585,79.0,NBA,1800.0,PF,2015-16,BOS,Amir Johnson
41.0,0.0,0.524,0.014,0.014,0.822,0.268,0.178,0.288,0.124,0.716,0.4,0.4,0.758,0.612,0.434,1.0,0.409,0.316,29.0,0.0,7.0,0.576,80.0,NBA,1608.0,PF,2016-17,BOS,Amir Johnson
17.0,0.0,0.431,0.038,0.027,0.877,0.385,0.123,0.281,0.077,0.714,0.2,0.429,0.654,0.57,0.45,1.0,0.313,0.333,30.0,1.0,6.5,0.538,74.0,NBA,1171.0,C,2017-18,PHI,Amir Johnson
12.0,0.0,0.427,0.019,0.019,0.745,0.28,0.255,0.175,0.089,0.687,0.667,0.333,0.687,0.573,0.409,1.0,0.3,0.143,31.0,1.0,9.7,0.503,51.0,NBA,529.0,C,2018-19,PHI,Amir Johnson
8.0,0.0,0.389,0.352,0.204,1.0,0.056,0.0,0.0,0.167,0.619,0.421,0.182,0.652,0.426,0.0,0.0,0.0,0.0,22.0,0.0,9.0,0.426,26.0,NBA,159.0,PF,2005-06,DET,Jason Maxiell
45.0,0.0,0.508,0.21,0.126,1.0,0.156,0.0,0.0,0.21,0.602,0.4,0.364,0.664,0.5,0.415,0.0,0.0,0.0,23.0,0.0,6.1,0.5,67.0,NBA,943.0,C,2006-07,DET,Jason Maxiell
86.0,0.0,0.482,0.215,0.155,0.998,0.146,0.002,0.0,0.231,0.651,0.396,0.464,0.642,0.539,0.462,0.0,0.0,0.0,24.0,1.0,6.9,0.538,82.0,NBA,1768.0,C,2007-08,DET,Jason Maxiell
88.0,0.0,0.572,0.163,0.172,0.997,0.091,0.003,0.0,0.303,0.721,0.346,0.255,0.668,0.577,0.69,0.0,0.0,0.0,25.0,0.0,6.1,0.575,78.0,NBA,1408.0,C,2008-09,DET,Jason Maxiell
54.0,0.0,0.414,0.214,0.222,0.998,0.147,0.002,0.0,0.147,0.663,0.427,0.337,0.656,0.512,0.475,0.0,0.0,0.0,26.0,0.0,8.0,0.511,76.0,NBA,1550.0,C,2009-10,DET,Jason Maxiell
22.0,0.0,0.492,0.175,0.116,1.0,0.217,0.0,0.0,0.159,0.602,0.364,0.409,0.656,0.492,0.39,0.0,0.0,0.0,27.0,0.0,6.5,0.492,57.0,NBA,930.0,PF,2010-11,DET,Jason Maxiell
