2P,2P%,2PA,3P,3P%,3PA,AGE,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,LEAGUE,MP,ORB,PF,POS,PTS,SEASON,STL,TEAM,TOV,TRB,eFG%,PLAYER
79.0,0.473,167.0,0.0,0.0,0.0,22.0,34.0,18.0,124.0,79.0,0.473,167.0,11.0,0.786,14.0,41.0,15.0,NBA,624.0,47.0,73.0,PF,169.0,2011-12,13.0,PHI,20.0,171.0,0.473,Lavoy Allen
206.0,0.455,453.0,0.0,0.0,1.0,23.0,73.0,55.0,236.0,206.0,0.454,454.0,43.0,0.717,60.0,79.0,37.0,NBA,1669.0,159.0,180.0,C,455.0,2012-13,24.0,PHI,55.0,395.0,0.454,Lavoy Allen
132.0,0.46,287.0,2.0,0.154,13.0,24.0,71.0,33.0,192.0,134.0,0.447,300.0,33.0,0.66,50.0,65.0,2.0,NBA,1072.0,119.0,126.0,PF,303.0,2013-14,24.0,TOT,44.0,311.0,0.45,Lavoy Allen
115.0,0.455,253.0,2.0,0.154,13.0,24.0,65.0,27.0,171.0,117.0,0.44,266.0,27.0,0.675,40.0,51.0,2.0,NBA,960.0,106.0,115.0,PF,263.0,2013-14,22.0,PHI,40.0,277.0,0.444,Lavoy Allen
17.0,0.5,34.0,0.0,0.0,0.0,24.0,6.0,6.0,21.0,17.0,0.5,34.0,6.0,0.6,10.0,14.0,0.0,NBA,112.0,13.0,11.0,PF,40.0,2013-14,2.0,IND,4.0,34.0,0.5,Lavoy Allen
141.0,0.472,299.0,0.0,0.0,0.0,25.0,73.0,42.0,200.0,141.0,0.472,299.0,33.0,0.702,47.0,63.0,0.0,NBA,1070.0,123.0,102.0,C,315.0,2014-15,15.0,IND,40.0,323.0,0.472,Lavoy Allen
191.0,0.516,370.0,0.0,0.0,0.0,26.0,76.0,42.0,262.0,191.0,0.516,370.0,46.0,0.63,73.0,79.0,28.0,NBA,1599.0,162.0,147.0,PF,428.0,2015-16,26.0,IND,69.0,424.0,0.516,Lavoy Allen
77.0,0.461,167.0,0.0,0.0,1.0,27.0,57.0,24.0,114.0,77.0,0.458,168.0,23.0,0.697,33.0,61.0,5.0,NBA,871.0,105.0,78.0,PF,177.0,2016-17,18.0,IND,29.0,219.0,0.458,Lavoy Allen
33.0,0.402,82.0,0.0,0.0,0.0,18.0,9.0,22.0,46.0,33.0,0.402,82.0,8.0,0.296,27.0,46.0,0.0,NBA,338.0,34.0,56.0,C,74.0,2005-06,4.0,LAL,17.0,80.0,0.402,Andrew Bynum
247.0,0.561,440.0,0.0,0.0,3.0,19.0,94.0,128.0,345.0,247.0,0.558,443.0,143.0,0.668,214.0,82.0,53.0,NBA,1793.0,139.0,249.0,C,637.0,2006-07,12.0,LAL,115.0,484.0,0.558,Andrew Bynum
189.0,0.636,297.0,0.0,0.0,0.0,20.0,61.0,72.0,251.0,189.0,0.636,297.0,82.0,0.695,118.0,35.0,25.0,NBA,1008.0,105.0,98.0,C,460.0,2007-08,12.0,LAL,52.0,356.0,0.636,Andrew Bynum
281.0,0.56,502.0,0.0,0.0,0.0,21.0,71.0,90.0,261.0,281.0,0.56,502.0,152.0,0.707,215.0,50.0,50.0,NBA,1446.0,137.0,157.0,C,714.0,2008-09,18.0,LAL,85.0,398.0,0.56,Andrew Bynum
