PLAYER,BIRTH_DATE
Shane Battier,1978-09-09
Aaron Brooks,1985-01-14
Chase Budinger,1988-05-22
DeMarre Carroll,1986-07-27
Goran Dragić,1986-05-06
Mike Harris,1983-06-15
Chuck Hayes,1983-06-11
Jordan Hill,1987-07-27
Jared Jeffries,1981-11-25
Courtney Lee,1985-10-03
Kyle Lowry,1986-03-25
Kevin Martin,1983-02-01
Brad Miller,1976-04-12
Yao Ming,1980-09-12
Patrick Patterson,1989-03-14
Luis Scola,1980-04-30
Ish Smith,1988-07-05
Jermaine Taylor,1986-12-08
Hasheem Thabeet,1987-02-16
Terrence Williams,1987-06-28
