# Dunks,# Heaves,% of FGA 0-3,% of FGA 10-16,% of FGA 16-3P,% of FGA 2P,% of FGA 3-10,% of FGA 3P,%3PA Corner 3s,%FGA Dunks,0-3 FG%,10-16 FG%,16-3P FG%,2P % AST,2P FG%,3-10 FG%,3P % AST,3P FG%,3P% Corner 3s,AGE,Att. Heaves,Dist.,FG%,G,LEAGUE,MP,POS,SEASON,TEAM,PLAYER
0.0,0.0,0.188,0.313,0.188,0.688,0.0,0.313,0.2,0.0,0.0,0.4,0.333,0.333,0.273,0.0,0.0,0.2,0.0,23.0,0.0,16.1,0.25,5.0,NBA,35.0,SG,2005-06,DET,Alex Acker
0.0,0.0,0.224,0.118,0.329,0.737,0.066,0.263,0.45,0.013,0.294,0.556,0.44,0.478,0.411,0.4,0.714,0.35,0.222,26.0,0.0,14.7,0.395,25.0,NBA,199.0,SG,2008-09,TOT,Alex Acker
0.0,0.0,0.091,0.091,0.364,0.636,0.091,0.364,0.5,0.0,1.0,0.0,0.75,0.5,0.571,0.0,0.0,0.0,0.0,26.0,0.0,17.8,0.364,7.0,NBA,20.0,SG,2008-09,DET,Alex Acker
0.0,0.0,0.246,0.123,0.323,0.754,0.062,0.246,0.438,0.015,0.25,0.625,0.381,0.474,0.388,0.5,0.714,0.438,0.286,26.0,0.0,14.1,0.4,18.0,NBA,179.0,SG,2008-09,LAC,Alex Acker
7.0,0.0,0.351,0.101,0.211,0.794,0.132,0.206,0.191,0.039,0.575,0.304,0.25,0.216,0.409,0.3,0.846,0.277,0.333,22.0,3.0,11.8,0.382,52.0,NBA,777.0,SF,2006-07,NYK,Mardy Collins
2.0,0.0,0.389,0.154,0.109,0.817,0.166,0.183,0.281,0.011,0.412,0.222,0.368,0.224,0.343,0.276,0.75,0.25,0.444,23.0,1.0,10.2,0.326,46.0,NBA,634.0,SG,2007-08,NYK,Mardy Collins
4.0,0.0,0.401,0.085,0.085,0.874,0.304,0.126,0.355,0.016,0.515,0.333,0.429,0.326,0.426,0.333,0.846,0.419,0.455,24.0,1.0,8.1,0.425,48.0,NBA,890.0,"PG,SG",2008-09,TOT,Mardy Collins
0.0,0.0,0.609,0.13,0.043,0.87,0.087,0.13,0.667,0.0,0.429,0.333,1.0,0.375,0.4,0.0,0.0,0.0,0.0,24.0,0.0,6.3,0.348,9.0,NBA,75.0,SG,2008-09,NYK,Mardy Collins
4.0,0.0,0.379,0.08,0.089,0.875,0.326,0.125,0.321,0.018,0.529,0.333,0.4,0.321,0.429,0.342,0.846,0.464,0.556,24.0,1.0,8.3,0.433,39.0,NBA,815.0,PG,2008-09,LAC,Mardy Collins
3.0,0.0,0.242,0.141,0.203,0.867,0.281,0.133,0.353,0.023,0.548,0.333,0.154,0.279,0.387,0.444,0.75,0.235,0.5,25.0,3.0,12.0,0.367,43.0,NBA,470.0,SG,2009-10,LAC,Mardy Collins
2.0,0.0,0.423,0.212,0.231,1.0,0.135,0.0,0.0,0.038,0.727,0.182,0.167,0.545,0.423,0.286,0.0,0.0,0.0,22.0,0.0,7.9,0.423,31.0,NBA,180.0,C,2006-07,LAC,Paul Davis
3.0,0.0,0.338,0.2,0.431,1.0,0.031,0.0,0.0,0.062,0.5,0.231,0.321,0.708,0.369,0.5,0.0,0.0,0.0,23.0,0.0,10.9,0.369,22.0,NBA,194.0,PF,2007-08,LAC,Paul Davis
4.0,0.0,0.347,0.153,0.367,0.99,0.122,0.01,0.0,0.041,0.559,0.533,0.278,0.725,0.412,0.25,0.0,0.0,0.0,24.0,0.0,10.1,0.408,27.0,NBA,320.0,PF,2008-09,LAC,Paul Davis
0.0,0.0,0.25,0.25,0.25,1.0,0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,25.0,0.0,10.3,0.5,2.0,NBA,8.0,PF,2009-10,WAS,Paul Davis
30.0,0.0,0.332,0.05,0.185,0.626,0.059,0.374,0.136,0.037,0.589,0.267,0.443,0.525,0.496,0.34,0.893,0.389,0.522,20.0,4.0,14.5,0.456,78.0,NBA,2677.0,SG,2008-09,LAC,Eric Gordon
21.0,0.0,0.353,0.032,0.136,0.591,0.069,0.409,0.097,0.031,0.596,0.2,0.364,0.528,0.503,0.444,0.899,0.371,0.419,21.0,2.0,14.3,0.449,62.0,NBA,2229.0,SG,2009-10,LAC,Eric Gordon
35.0,0.0,0.278,0.054,0.162,0.693,0.199,0.307,0.072,0.04,0.663,0.412,0.364,0.455,0.488,0.365,0.858,0.364,0.381,22.0,2.0,13.4,0.45,56.0,NBA,2112.0,SG,2010-11,LAC,Eric Gordon
4.0,0.0,0.307,0.064,0.157,0.714,0.186,0.286,0.025,0.029,0.698,0.444,0.409,0.321,0.53,0.385,0.4,0.25,1.0,23.0,0.0,12.9,0.45,9.0,NBA,310.0,SG,2011-12,NOH,Eric Gordon
6.0,0.0,0.281,0.051,0.176,0.704,0.195,0.296,0.15,0.012,0.543,0.3,0.35,0.33,0.436,0.395,0.786,0.324,0.308,24.0,2.0,13.6,0.402,42.0,NBA,1264.0,SG,2012-13,NOH,Eric Gordon
5.0,0.0,0.308,0.058,0.163,0.684,0.154,0.316,0.143,0.006,0.583,0.362,0.414,0.373,0.456,0.286,0.871,0.391,0.27,25.0,2.0,13.3,0.436,64.0,NBA,2057.0,SG,2013-14,NOP,Eric Gordon
0.0,0.0,0.2,0.063,0.133,0.546,0.148,0.454,0.156,0.0,0.46,0.273,0.38,0.361,0.38,0.32,0.943,0.448,0.429,26.0,2.0,15.7,0.411,61.0,NBA,2018.0,SG,2014-15,NOP,Eric Gordon
10.0,0.0,0.225,0.033,0.116,0.467,0.096,0.533,0.153,0.022,0.524,0.5,0.391,0.441,0.457,0.358,0.85,0.384,0.289,27.0,0.0,16.3,0.418,45.0,NBA,1481.0,SG,2015-16,NOP,Eric Gordon
6.0,0.0,0.194,0.015,0.044,0.349,0.094,0.651,0.13,0.007,0.574,0.2,0.333,0.446,0.468,0.365,0.841,0.372,0.372,28.0,2.0,18.7,0.406,75.0,NBA,2323.0,SG,2016-17,HOU,Eric Gordon
11.0,1.0,0.234,0.027,0.022,0.373,0.089,0.627,0.122,0.012,0.661,0.269,0.333,0.386,0.544,0.384,0.849,0.359,0.459,29.0,5.0,17.7,0.428,69.0,NBA,2154.0,SG,2017-18,HOU,Eric Gordon
